Hay_Bone_Marrow_CD34_pos_CLP	Hay_Bone_Marrow_CD34_pos_Eo_B_Mast	Hay_Bone_Marrow_CD34_pos_ERP	Hay_Bone_Marrow_CD34_pos_ERP_Early	Hay_Bone_Marrow_CD34_pos_Gran	Hay_Bone_Marrow_CD34_pos_HSC	Hay_Bone_Marrow_CD34_pos_HSC_cycle	Hay_Bone_Marrow_CD34_pos_LMPP	Hay_Bone_Marrow_CD34_pos_Lymphoid_UNK	Hay_Bone_Marrow_CD34_pos_MDP_1	Hay_Bone_Marrow_CD34_pos_MDP_2	Hay_Bone_Marrow_CD34_pos_MEP	Hay_Bone_Marrow_CD34_pos_MKP	Hay_Bone_Marrow_CD34_pos_MultiLin	Hay_Bone_Marrow_CD34_pos_pre_B	Hay_Bone_Marrow_CD34_pos_pre_B_cycling	Hay_Bone_Marrow_CD34_pos_pre_PC	Hay_Bone_Marrow_CD34_pos_pre_T	Hay_Bone_Marrow_CD8_T_cell	Hay_Bone_Marrow_Dendritic_Cell	Hay_Bone_Marrow_Early_Erythroblast	Hay_Bone_Marrow_Eosinophil	Hay_Bone_Marrow_Follicular_B_cell	Hay_Bone_Marrow_Granulocytic_UNK	Hay_Bone_Marrow_Immature_Neutrophil	Hay_Bone_Marrow_Monocyte	Hay_Bone_Marrow_Naive_T_cell	Hay_Bone_Marrow_Neutrophil	Hay_Bone_Marrow_NK_cells	Hay_Bone_Marrow_Plasma_Cell	Hay_Bone_Marrow_Platelet	Hay_Bone_Marrow_Pre_Dendritic	Hay_Bone_Marrow_Pro_B	Hay_Bone_Marrow_Stromal
					ACR									USP16		PNPLA7		AC097534.2	GRIP1	ADAMTS14	RBP4	CCDC106		BCL2L11	NAGK	ATM	KCNE3	SIGLEC7	MAN1A1	AVPR1A		BIK	MEIS2
					RABGAP1									ACKR4		LIPF		CCDC59	ERCC1	EPS15L1	PRUNE2	PIKFYVE		LCP2	FMNL1	EPHX2	SIRPA	RAMP1	C11orf80	CHST8		HIST1H2BN	CHST3
					PRR16									HEY2		CDK9		AC005954.1	CBX6	NEFH	SEL1L2	SYBU		CHMP1B	TUBA1A	SLFN5	NFAM1	MMP25-AS1	IGHV6-1	SWI5		AP000251.1	BCAR1
					ZKSCAN1									LNX1		AASS		METTL15	CRYM-AS1	QDPR	AFTPH	KMO		ZMIZ1	ARL6IP4	PRMT2	TLR2	DDX5	CNKSR1	IGF2BP3		HASPIN	CXCL2
					MEIS1-AS2									FLCN		NOA1		GIPR	ANKRD65	TMEM177	ERLIN2	MIR155HG		TAX1BP1	CSK	PHF1	ZNF467	BTN3A2	PAEP	HIST2H2BE		EPB41L2	S100A13
					ELN									VLDLR		KMT2A		MED19	SH3BP4	GRK4	SMIM19	ST6GAL1		FOLR2	SNN	CDKN1B	GNS	TOX	OXCT2	BDNF		SRP14	ZFHX4
					MIR99AHG									ZNF124		TGIF1		F8	TP53I11	WDR46	SRF	ZNF821		ETF1	HCLS1	PCSK1N	ATP5ME	SIRT2	FOXP2	EMC3		CTNNBL1	ADAMTS1
					LRCH2									FLT1		REST		GSDMA	PTRHD1	URM1	ZBTB11	NUAK2		CNIH1	COX5B	ANXA2R	AGFG1	KIR3DL1	SLC22A31	EHD3		GALNT14	PODN
					STK33									C16orf86		ADGRF1		TM4SF19	IGFLR1	FAHD2B	TATDN2	KHDRBS2		PPP1CB	PSME2	DDX24	SAMSN1	ADGRE5	TBCEL	OXTR		PRPSAP1	ENPP2
					ETFRF1									PAK5		LINC01163		STYK1	COPE	MYOC	IGSF3	CEPT1		TMEM167B	CYP4F22	CPA5	DPYD	MLC1	IGHV3-20	LINC01088		HIST1H2AJ	HP
					MACC1									BFSP2		AIRE		TBC1D2B	GPRC5C	SMYD5	HRAS	LSM10		EIF3M	SMAP2	GPSM3	GMFG	UCP2	SLC25A4	VIL1		FOXM1	SLPI
					BMPR1B									FNDC5		PLA2G15		SUPT5H	HDAC9	BMS1	FOCAD	TSPAN3		AC129492.1	ITLN1	PLEKHB1	RHOU	GK5	PCAT6	XPNPEP1		GDI2	PTX3
					EFCC1									LINC00163		IRX1		FAS	NR3C1	BCLAF1	TENT5B	GEN1		MEF2D	AMPD2	ARID5B	RXRA	LINC00869	TSHR	MAOB		CDC25C	NCAM2
					ZNF660									FOXD3		CAPN3		PSTK	MLF2	AL355338.1	TMEM214	ZNF791		IRAK1	GPR20	DPP4	SERPINB2	CIRBP	IGHV4-4	SLC24A3		PSMC3IP	NECAB1
					CDCP1									MSH3		ZBED5-AS1		ANGEL2	COL9A2	FAM210A	MAPK9	SDR16C5		PIM3	ARAP1	APBA2	F5	GNGT2	ATAD3C	TMBIM1		HIST1H2BH	ABCA6
					LINC02232									ZNF529-AS1		SLFNL1		DCP1B	BAIAP2	LINC01979	PARD6G-AS1	UVRAG		EPN1	CHST15	GCC2	PDXK	RNF167	PREB	UBAC2		MFGE8	TMEM47
					KCNJ8									RP9		WDR78		KDM2A	MCOLN2	ZNF146	PIK3CD	KIAA0040		RELB	KDM1B	FAM102A	CKLF	RAB29	NUGGC	CAPN1		HERC5	ITGB5
					IQGAP2									CLLU1OS		ZRANB2		SP4	TACSTD2	FKBP5	DNAJC21	PRKD2		YTHDF3	PHTF2	PRKCA	1-Mar	G6PD	IGHV2-5	LINC02319		SMARCE1	SCARA3
					SLC25A21-AS1									NRDE2		OR7A5		NOP14-AS1	XCR1	TKFC	PHACTR3	TOR3A		EIF5	KIAA0513	GIMAP1	COX6B1	CCNJL	SEC62	RHOBTB1		CCDC167	GPX3
					BIVM									ZNF70		EDEM1		TBCD	GNAS	SF3B5	RAP2A	MIR3681HG		CHD1	LFNG	ITPKB	RASSF2	ERBB2	IGHV3-53	AFAP1		DCK	GLT8D2
					ZNF334									C22orf39		RCBTB1		TRDV1	TIFAB	NIPSNAP1	FBRSL1	DOP1B		PPTC7	C11orf21	TSTD1	PLA2G7	AC004156.1	ADM2	SENCR		TMPO-AS1	VASN
					JCAD									CRB2		SVBP		ULBP2	OGT	OSBPL1A	CGAS	CCDC32		NR1D2	ISG15	SC5D	IFNGR1	RNF166	CLPTM1L	GCKR		MDH1	PPARG
					RBPMS-AS1									CDKL1		DDX17		ZNHIT6	FCHSD2	DIXDC1	SPAG1	KAT2A		ATF5	IMPDH1	PABPC1	LILRB3	TBCB	IGLV2-23	ZNF438		PAIP2	ABCA9
					MEF2C-AS1									KANSL1L		LINC01222		TMEM255A	GABARAPL2	TFAP4	ARCN1	LPAR5		DSC2	MMP24OS	FAM107B	NRG1	PLEKHG3	TRAM2	SLFN14		PHF19	SMOC1
					IQSEC3									IGLV2-5		AKAP9		KANSL1	ATP13A2	IP6K2	PCNX3	TRAF3		RAB34	ZG16B	EIF1	CD33	CCDC12	IGKV1-9	PSTPIP2		N4BP3	BICC1
					SLC10A5									BRD3OS		DENR		DHCR7	KCTD5	PDCD2	HDAC2-AS2	ZDHHC19		TCN2	PQLC3	TRADD	LINC00937	POLR2G	IGHV3-11	PDLIM7		FANCG	MRGPRF
					ZNF662									LEAP2		ABCB7		ZNF365	SH3KBP1	CAD	MIER1	LINC01918		IFI44L	WAS	HAPLN3	CCNY	IGF2R	IGHV3-74	CDKN2D		C12orf57	SOX9
					C17orf50									MOK		TRAF3IP2		DPH7	FAM160A1	TMEM41A	TAF5L	SHISA8		ADAM17	CARD9	THEM4	ACSL1	GFOD1	NEU1	R3HDM4		CCNF	NFIB
					STARD9									ZNF431		MIR3150BHG		FAM131B	ANKRD53	CETN2	XPO7	ITSN2		JMJD1C	NAPRT	CRIP2	STK17B	AC139530.1	SEC61A1	WBP2		PIF1	PDGFRB
					LINC01475									KIAA1958		PLEKHG4B		RBM48	LHFPL2	RPUSD4	MAP3K21	UPF2		SIPA1L1	CALHM2	BCL2	MSN	ADGRG5	LINC01485	CNST		ATP5F1C	EGFR
					DACH1									SERPINI2		ZNF397		ZBTB2	NR4A3	GALE	DLGAP1-AS3	BTN2A2		ZDHHC7	LINC02185	THEMIS	POLE4	PXN	IGLV3-19	BCL2L1		APBB1IP	SOD3
					TRO									ZFP82		TRIM13		DLG3	CCDC186	NLN	AC100858.3	PTCHD1		CHN2	LINC01503	CREM	QSOX1	TSPAN2	IGHV3-66	HIST2H4A		NCAPD2	SERPINH1
					FOXA3									ZSCAN31		FOXO6		CLK3	LCNL1	YTHDF2	FBXL19	9-Mar		LINC01678	CLCF1	NDFIP1	ACTR2	TRAPPC1	B4GALT7	SLC6A4		BAHCC1	GEM
					SGIP1									GLIDR		WDR13		GFPT1	LPXN	PAIP1	SUCO	RHOBTB2		PAPOLA	ST3GAL5	LRRN3	MBD2	KRT86	ANKRD37	PLEKHO1		ACADM	S100A16
					NR6A1									FAM204A		LRRC14B		TRGV8	HS3ST3B1	CFDP1	TMEM87B	ADAMTS6		MAP3K3	FAM214B	COX7C	RAB11FIP1	STARD3NL	C12orf77	LINC00635		PIN1	IL1R1
					NCOA7									ZBTB33		VEZT		FYCO1	DRD4	PCTP	RAB33B	CLASRP		PSMG2	PKN1	RASGRP1	SPG21	SLA2	IGKV1D-12	MEPCE		DCTN3	COL16A1
					AC027559.1									ALPP		GSPT2		MSL2	FLNB	BCAT2	ARFGEF2	SERPINB9P1		TLNRD1	MKRN1	RIC3	ATP6AP2	SDF4	IGHV1-69-2	PCYT1B		HIST2H2AC	EYA1
					C19orf81									ZNF580		TSPYL5		GTF2B	LCN12	DCTD	LINC01775	HTR3A		GPR35	PGLYRP2	TOB1	PYGL	BPGM	EIF2AK3	ENDOD1		KPNB1	SSPN
					PRDM16									AKIRIN1		MUC4		TRAV3	SYCP2L	RIOX2	NXPE3	LAMTOR5		NRIP3	ZNF706	GIMAP4	DYSF	CFLAR	IGKV1-6	ANKDD1B		TXNDC12	GMDS
					TARBP1									RAD54L2		SRBD1		IMPA1	RAB7A	HYAL2	PAXBP1	LINC01588		PARP14	TMTC1	SOCS1	TMEM205	PRDX5	IGHV4-31	ADGRG7		INCENP	LGALS3BP
					TMEM38B									FIG4		BAZ2B		PLCD1	CPNE3	URB1	CABLES2	TCTN1		PRXL2C	LPAR6	FBLN5	CCNL1	PITPNC1	TMEM208	COL25A1		WDR62	CYP4X1
					ZNF804A									IGLV11-55		LINC01770		EDARADD	CYTH4	FAM229B	GTF2A1	KCNG1		RCOR1	RNPEP	GCNT4	PROK2	HDDC2	MYO1D	SLC18A3		CDK5RAP2	COL5A2
					CABLES1									HORMAD2-AS1		CCDC24		FAM160B1	MAP4K1	ALG8	ATF7	AC027097.1		ARF5	SH2D3C	PNRC1	GM2A	NDUFB7	TXLNB	C1orf87		HNRNPDL	LAPTM4A
					MALRD1									OXA1L		ZSCAN16		AC044839.1	RBM3	TMEM165	ERAP1	BEND5		LAP3	IL15	P2RY8	EMILIN2	RASSF5	IGHV5-10-1	MOB3C		PSMB8	GSN
					TMEM17									KCNK15-AS1		KDM5B		PVRIG	AHI1	SMIM15	FMN1	QSOX2		TRIM8	CLEC4F	SF1	EIF4E3	C1orf56	IGKV2-29	PRKCA-AS1		HNRNPU	MATN3
					LETMD1									CCDC174		RSF1		HSD17B7	COX6A1	NEO1	TMEM250	DSP		SAMD8	SSH2	SELENOK	KYNU	SIPA1	FICD	UBL4A		ELOVL2	NR2F2
					EIF2A									PCDH15		RBM5		XPO4	PSENEN	RXYLT1	PROSER1	SLC16A4		ELF4	C2	IL23A	MFSD1	AK5	IGKV2-24	MORC1		LINC01224	ACSM5
					PPM1H									C1orf158		LINC02246		ANKRD36B	CLCN5	THNSL1	ZNF598	ARLNC1		MAFK	RAB24	NSG1	BCL6	DDX6	IGHV1-3	TLK1		GPSM2	EFS
					LINC02021									OPN1MW3		BRF1		PRR29	VSIG4	ARHGDIG	FOXK2	VAV3-AS1		CXorf21	TNF	ADTRP	FGD4	TKTL1	HOXD1	AATK		BAZ1B	LARP6
					FAM83A									PICSAR		CIAO3		KIAA1109	GRAMD4	SDAD1	AC008755.1	SIPA1L3		OLFM1	CAPZA1	RPS26	EHBP1L1	MLLT6	MSLN	LIPC		COX6C	ADIPOQ
					PRPF6									CACNA1S		LINC00685		C8G	RGS7	OMA1	TRERF1	SLC2A11		UBALD2	AL590648.3	SUPT3H	SNX10	TADA3	CLVS1	UBA7		RTRAF	CCBE1
					TMEM220-AS1									FBP2		ITIH3		TOE1	FEZ2	MOSPD3	HTT	ZNF581		SASH1	PLXNC1	TSPYL2	SMCO4	SLC9A3R1	UFM1	LINC00534		MAZ	JUN
					ZNF219									ERVK-28		MIR3142HG		KDM5D	PARP10	NMRAL1	PUM2	ATF7IP		SP3	SRGAP2B	N4BP2L2	SKAP2	TAPBP	FAM174A	WNT11		ACYP1	FKBP10
					IMMP2L									TAS2R9		CREBRF		RFFL	UBL7	TMEM126B	C7orf33	DIRAS1		WDR45B	FAM89B	SH2D3A	TLR4	CCL3	C11orf53	CHRNA2		MID1IP1	FNDC1
					LDOC1									ZMYM4-AS1		TSGA10IP		GDPD5	PPY	PLD6	PQLC2	MRNIP		SNX30	PIK3CG	CCSER2	PTGS2	C19orf66	LINC01358	SRC		CTPS1	PDLIM4
					EEF1AKMT3									IGKV2OR2-2		KYAT3		TIMD4	IFT20	PDCD7	UPF1	SLC25A42		SKIL	PNPLA6	NSMCE3	IL17RA	FBXO6	PDLIM3	CLEC2L		SFPQ	TNFRSF19
					KIAA1549									UCN3		CDK13		MAPK1IP1L	MYO1E	YARS2	MS4A4E	PHKB		DEF8	MYOF	FXYD7	NPTN	HENMT1	CREB3L2	AFAP1-AS1		AMOTL1	TIMP3
					SYT1									ZNF713		NAT16		AC026470.1	LTK	PIEZO1	MLLT1	FFAR1		XRN2	ACOT9	MPHOSPH8	RILPL2	PPP2R2B	B4GALT3	LANCL3		CEP70	ID3
					LINC01273									SGMS1-AS1		LINC02355		WDR63	PLEKHD1	MRPS27	CLK2	UTS2B		LGALS8	TMEM134	RIPOR2	ARHGEF40	PRR5L	HSPA13	WDR1		ALDH7A1	CNTFR
					WIF1									EPPIN		WDSUB1		METTL24	MAP2K6	IMPACT	FBXO46	BLOC1S2		TMCC3	OAS3	SATB1	LYST	ZNF600	EYA2	TSPAN18		SKP2	APOB
					LINC02082									ZNF669		FAM171A1		THAP6	LINC02182	SLC26A2	HIST1H4F	MX1		RAP1A	NADK	SLC38A1	LAMTOR2	ADRB2	SLC38A10	CENPT		PSRC1	TENM2
					TMEM272									LINC01198		LRP5L		SEC23A	RPP25	NUDCD1	SLC27A4	AMN		DCP2	RGS12	TBC1D4	ASGR2	RGS9	IGKV1-16	RASGRP2		DRAXIN	SULF1
					C1orf216									TMF1		MAP10		ADAT1	OS9	GEMIN4	OCRL	ARL14		SETD7	SERP1	CUTALP	GABARAP	RBM39	LINC02456	CERS2		NUDT21	NLGN4X
					NR1H3									BRD4		C11orf54		PEX16	ARL5A	TRIM24	FAM238B	GAS6-AS1		LINC01315	DENND3	TTC39C-AS1	GNAQ	PSMB10	IGHV3-49	HIST1H2AE		PRR11	TMEM150C
					GMPR2									SHPRH		CECR3		PHC3	CYSTM1	SARS2	CHKB-DT	DBNDD1		TP53INP2	MPC1	CNN2	PRR13	TCF25	IGLVI-70	CALHM5		ACP1	PLIN1
					NANOS3									CABYR		LINC02655		FDXACB1	ADI1	WDR36	MAMDC4	CHAD		BEST1	ERICH1	LINC00513	AQP9	EBP	IGLV9-49	RTN2		ACOT7	SYDE1
					DUSP15									LINC01895		RB1CC1		TRAV8-4	NUDT22	DDX10	SCRIB	AMN1		UBE2B	SFMBT2	PIM2	SMARCD3	ST6GALNAC6	IGHV1-69D	ZCCHC17		TRA2B	SELENOM
					MCM3AP-AS1									CACFD1		ZNF512		TCP11L1	LINC00158	NOP2	MFSD6L	ZBTB24		TPD52L2	SNHG15	SLC25A45	FPR2	CBLB	PDIA2	WRB		TP53I13	LRATD1
					ZNF677									TRIM15		RAB30-DT		ZNF780A	ARF3	CBLL1	EID2	SNX25		TMED7	FFAR2	APBB1	CSGALNACT2	USB1	RGS13	PNMA1		TERF1	DAAM2
					RGS11									IGKV2D-26		RIPPLY3		GOLT1B	MOB1B	DAG1	ZBED4	CHRNA1		DGCR6	SIGLEC5	SCML4	SLC24A4	CERS4	IGKV2D-29	REEP1		NPPC	SGCB
					SHANK3									LINC00165		TOPORS		ZFYVE27	LRRK1	SMIM30	TNFSF9	SOWAHD		OGFR	C1QC	SSR2	ZDHHC20	RPS6KA1	IGHV3-69-1	AFAP1L2		HNRNPH3	PLEKHS1
					VIP									BRWD1-AS1		TLL2		VSTM2B	CPED1	LINC00884	TMEM236	ZCWPW1		CALCOCO2	VPS35	TNRC6B	COX4I1	APOBEC3C	IGKV1-27	NEXN-AS1		DCLRE1C	OLFML1
					PWWP3A									LINC01558		ATAT1		TRPC4AP	ST3GAL2	RABEP1	DAGLA	RALGPS1		IRF2BPL	ANXA4	ANAPC16	TNNT1	RSRP1	TMEM125	DEFB108B		TTC7A	LINC01268
					TAF7L									IGHV7-81		GBP7		GAREM2	TACC1	KIAA0895	TMEM53	CERNA1		GNB4	DBNL	ZBTB25	TGFB1	ARHGAP30	IGLV3-10	PDCD10		ARHGAP33	GAREM1
					DPY19L2									SMPD2		ZNF254		DENND4C	SCARA5	PALM	SMNDC1	FBXO10		ERP44	SNAP29	RBL2	HLX	TSC22D4	IGHV2-70D	WFDC10B		EIF4G2	TJP1
					LYSMD2									SECISBP2L		ZNF559		GATA6	FZD3	KATNB1	SCG5	SPINT1-AS1		PLEKHM2	MVP	ORMDL3	UBR4	MAPK1	EDEM2	BAMBI		CSRP2	ASPA
					TMEM67									KLF16		ZC4H2		DHX8	SLC18B1	LYRM4	SOCS4	PLCG2		CNBP	ARRDC1	MPZL3	SLC15A3	LDB2	IGKV3D-20	PIP4P2		SET	FHL1
					MRPS30-DT									TBC1D3C		PIGP		MREG	CIAO2B	SETD6	NSUN6	CECR7		ZFP91	MFSD12	TMEM204	APOBR	PAFAH2	IGKV1D-17	CD151		NTAN1	DCLK1
					LINC01765									PPP1R1A		FOXO1		FRMPD3	SEZ6L	KTN1-AS1	LSM11	GALNTL6		TGFBR2	C3orf14	USP10	PTCH2	TLE1	OBP2A	CYB5R1		CD47	SCUBE1
					GPC5									LINC00467		CNOT7		AP000904.1	FMNL3	CYREN	CWC25	NETO1		EGR3	S100Z	CFAP36	ATP5F1D	SELENOW	CCL25	RDH11		FAM57B	COL6A3
					MIPOL1									PLD5		CCDC187		TNS4	ALG2	THAP4	MED14	FAM214A		RASGEF1B	NSMF	MHENCR	CHMP4B	NFATC3	IGHV1-46	LY6G5C		MAGOH	ATF3
					DDO									HECW1		CEP68		RRN3	PAPLN	TMEM161A	FLVCR1	ARHGAP17		DCTN4	CALML4	P2RY10	AC005747.1	SLFN13	MNX1-AS1	ATL1		NCAPH2	RGS3
					NIFK-AS1									NSRP1		PSMB4		PIGG	TLR7	MCCC2	DIP2B	KCNH8		MN1	PSEN1	WNT7A	RASSF4	PRR5	IGKV1D-43	SCFD2		MAPRE1	MMP14
					SGCZ									CEP104		SLC6A19		IL21	CTTNBP2NL	MRPS30	SETD2	GLRA3		PDE4A	WDR11	LYPD3	TFEC	LAMP1	GORASP2	JAM3		ATP2A3	BOC
					LINC02470									ENDOU		PBLD		PRSS22	GRAMD1B	FIRRE	C19orf47	PTPRO		IFI44	LIPN	MDS2	WLS	AGK	PGAM2	CHADL		C1orf112	KIRREL1
					PTENP1-AS									DLG2		GDF11		HOXB9	AZIN2	L2HGDH	PPP6R3	TBC1D22A		SH2B2	NR1D1	SBDS	TET2	PLEKHA1	SLC35B1	GRB14		SF3B2	CRH
					C9orf152									SYNDIG1L		LY86-AS1		KIF3B	LINC02206	ANKMY2	TRRAP	RASGRF1		SEMA6B	NCKAP1L	LBH	FES	APOL6	IGHV4-61	RBBP6		QPRT	NRXN2
					SPATA20									C5orf63		FXYD6-FXYD2		FGF22	CD1B	MTHFS	FAAP100	ELOVL5		ZEB2-AS1	RARA-AS1	PATJ	LAMP2	GSAP	FAM189A2	MCF2L		CTCF	ADH1B
					RIMBP2									PHC1		ZNF280D		GML	PRMT7	ZMYND19	ZNF384	GCNT2		LATS2	SPATA6	9-Sep	RASGRP4	APOBEC3H	CFAP54	ARG2		HIST1H2AL	TNS3
					HESX1									LINC02377		ADARB2-AS1		C2orf49	MAN2B1	TIPRL	IKZF4	SLC16A1-AS1		MRPL54	CLIP4	CCDC57	UBXN11	LINC002481	CCNI2	HEXIM1		CCP110	SPRY1
					GPR21									COG8		AC005255.1		ENTPD1-AS1	TMEM19	UBA5	SENP1	FA2H		COL4A3BP	LINC02139	LSR	JDP2	STK10	ARFGEF3	LINC01011		RDM1	TNFRSF12A
					GPRASP2									SNHG27		INTS6-AS1		TMCO4	DNAJC7	LINC00891	KCTD2	LIX1-AS1		NEDD9	MLX	MTFP1	PTAFR	DSTN	IGLV4-69	ADIPOR1		IFT22	TMEM98
					LINC01023									CYTH3		ARRDC5		TMPRSS3	NBDY	ECHDC1	PRAC2	BEND4		TLR1	ADGRE3	AKTIP	FAM120A	SLC1A7	KLF13	SDC4		EWSR1	TNFRSF11B
					ZEB1-AS1									LINC02322		SDCCAG8		MMAA	SLC2A8	TOMM5	LRP1-AS	DENND4A		ZNF267	FAM32A	PLK3	COX7B	IDI1	IFNAR1	CCDC148		HNRNPH1	NDN
					SEC24B-AS1									CFAP77		ZNF33A		LIME1	LINC01800	PEX10	BRPF1	SGCA		TMEM51	M6PR	PAG1	PRNP	KLHDC4	IGHV3OR15-7	F11R		HIST1H2AM	FST
					LINC00379									LINC01777		ICK		RBBP5	KPTN	POLR1A	GBF1	MOB3B		ANKDD1A	PITPNM1	ADD3	NLRP12	TBCC	SLCO4A1	ENTHD1		RBM8A	RCN3
					ABCA13									ZKSCAN4		BRWD1		IQCG	TRIM22	ZDHHC16	BAHD1	LINC01685		NABP1	PDP1	TMEM63A	PADI2	LRP10	IGLV8-61	SQSTM1		NUDT5	NRP1
					USE1									LINC01481		ZNF793		TRAV12-2	ASPH	SLC25A19	NT5DC3	SLC6A16		CHMP2B	ESRRA	GRAMD1A	SLC36A4	MED10	IGHV4-28	FAM189A1		RBBP8	RRAD
					AL445483.1									MTA3		TPT1-AS1		KIAA1191	SLAMF9	C8orf82	B9D2	NFX1		NRROS	SVIL	AC004151.1	ATOX1	POLR2J3	IGKV1OR2-108	NEURL3		RPRML	GPR88
					BCO1									AC100849.2		FOXF2		ROPN1L	DCPS	CSRP3	CAMSAP3	ZNF532		CCDC9	ZNF106	NMT2	MOB1A	POLR3GL	PAX2	INAFM2		SRSF9	PXDC1
					NT5C3B									SMIM20		GTF2IRD2		C12orf40	ETV6	PSPH	ANKS1A	ILDR1		GPR34	POLD4	FBLN7	CPD	ZNF276	IGLV2-18	OR2B6		PPP1CC	NID1
					LRAT									CDRT15		NTNG1		PTPRCAP	CNDP2	NSA2	SSH3	CDK5R1		NXT1	ARHGAP4	FAM177A1	RAB5IF	NAALADL1	LINC01484	MAP1B		PIM1	HTRA1
					RAB9B									IGDCC3		PTAR1		AC099489.1	ZDHHC4	TOMM34	SAMD15	KHDC4		STK24	SLC35F6	PPP1R2	AGTPBP1	VIPR2	IGLC7	ADARB2		IMMP1L	DMD
					MPZL2									NTF3		LINC00911		DNAJA2	AJAP1	TMEM201	MYF6	BLCAP		PPP1R15B	SPRED1	TRAF1	GLT1D1	PTPRA	IGKV1-17	SERPINE1		HIST2H2BF	TSPAN8
					LINC01806									CTF1		DDR1		CELSR3	NDUFA1	ANAPC13	C19orf54	ZNF165		SERINC1	TIGAR	LINS1	DOK3	FUT11	QRICH2	PYCR2		HP1BP3	CBLN2
					NR1I2									ASPSCR1		ENTPD4		HDAC11	ELMSAN1	RWDD4	CHRFAM7A	PIGR		MALT1	C3	BLOC1S4	MBOAT7	CAP1	IGLV1-50	TTTY10		ACAT2	RGS16
					LINC01106									TP53AIP1		LINC01238		GCC1	SLC12A9	XXYLT1	GIT1	ZCCHC18		SLC22A18AS	SLC5A10	LINC00402	PTPN12	PTGER2	IGLV7-46	ERC2		N4BP2	NCKAP5
					ADAM32									AC008554.1		PIK3CA		COLEC12	IFNAR2	MEX3A	PPP1R12B	CYB5R2		PPP1R9B	FAM126A	SIT1	VAPA	ZMAT4	GMPPA	ERV3-1		KHDRBS3	CRISPLD1
					LRP6									ZNF263		TBC1D22B		FAM83A-AS1	LYPLA1	RBM28	LINC01954	ZBED5		RREB1	L1TD1	UBASH3A	EMB	VPS37B	PGM3	PPM1A		HIST1H2BF	FBXO17
					FGF14-AS2									LRRC27		CREG2		TRDV3	SLC32A1	STARD7	SRGAP2-AS1	PPFIBP2		CTDSP2	DNASE1L1	RNF157	AKIRIN2	KIR3DX1	NRG3	GTPBP2		IKZF2	RARRES1
					ETV5									CRYZL1		DHX30		MYO3B	SNX9	NCBP2	CHD8	MAP3K9		EGR2	RNF135	SMCHD1	KIF13A	SMKR1	NPIPB6	CXXC4		HIRIP3	CLMP
					EIF3J-DT									FAM222A-AS1		AC012377.1		LCMT1-AS2	TTC39A-AS1	TFB2M	ZAR1L	ITPR1		GZF1	TUT7	CYLD	PRKACA	RAP1GAP2	CRYBA4	ITGA6-AS1		DERA	CFI
					NAV2-AS2									JPX		LINC01747		GOLGA5	USF2	ZPR1	EVI5L	BICD1		STX12	TJP2	VSIG1	TOM1	MIR181A2HG	IGHV3-41	PRUNE1		HAUS8	PLEKHH2
					LINC01473									OR2AK2		ZNF776		ITGB1-DT	ENPP1	STK32C	HEATR5B	ZBTB20-AS5		PI4K2A	AGPAT3	RASA3	NDUFA11	STX8	IGLV10-54	CLCN3		RTKN2	FGFR1
					ALDH6A1									ZNF24		GALNT8		KCP	CCSER1	MPP6	EXOSC6	AKAP2		HNRNPL	PTGDR2	CYTH1	NAGA	ARL6IP5	CNTN4	FKBP1B		TRAIP	CH25H
					STOX2									AC092164.1		KCTD18		FAM209A	SLC35E1	PANK1	TEKT5	TMUB2		POLR1D	CAMKK2	MCUB	FAR1	CYB5B	AGR2	LINC02284		CAMK2D	ZNF503
					ARMCX3									ATP6V1G3		STAMBP		NEK5	MTMR14	DFFA	M1AP	PNMA5		HECA	CFAP57	ZEB1	SULF2	SORL1	MYO5B	OPA1-AS1		CCDC150	THSD4
					FAM228B									KMT5B		INO80		TRAV29DV5	KIF5B	MTA1	WASHC2A	WSCD2		NRAS	TTYH2	ODF2L	STMP1	RAB37	DGKI	SLC22A2		LMNB2	CACNA2D1
					ASPHD1									SETDB1		ZBED1		LINC02660	POLB	THOC2	LINC01305	DNAH8		RYBP	ACP2	FAM241B	GPAT3	NPRL2	LINC01206	GORAB-AS1		HMGXB4	ADAMTSL3
					ZBED3-AS1									ZNF141		COX8C		ASCC3	GRIA3	IARS2	PLA2G2C	COLCA2		PIK3R5	IDH3G	ANKRD44	CMIP	C9orf16	NPIPB15	VWA8		THRAP3	DLX5
					CCDC102B									NPIPB3		ZNF559-ZNF177		HERC1	SLC39A6	FAM86B1	BTBD1	PYCARD-AS1		TAB2	CROCC2	TNIK	LPGAT1	SLFN12L	C1orf167	MSANTD3		SCMH1	SERTAD4-AS1
					DNAH10									LINC01502		MED28		BHMT	BANP	NUDT15	KMT2B	TAL2		SPAG9	SCARB2	RHBDD2	LTB4R	SRPK2	GRB7	ZNF385B		STIL	HOXC9
					RTKN									NPIPA9		CCDC188		EBF2	PLK2	DPP10-AS1	AQP4-AS1	POF1B		SLC49A3	CLTB	CARS	CYP27A1	DNAJB6	IGLC6	PLCH1		EMC9	HOXD-AS2
					CRYL1									LRRC37A3		SLC9C1		WNT10B	LINC01478	ZMYM3	USP43	AFF4		PHLDA1	ULK2	CCR6	RP2	CHMP4A	LINC01275	MYOM1		INTS10	DLC1
