celltype	marker_gene
Monocyte	VIPR1-AS1
Monocyte	LINC00970
Monocyte	LINC01448
Monocyte	PCSK6-AS1
Monocyte	CTRL
Monocyte	SNAP25-AS1
Monocyte	PCDH11Y
Monocyte	TDRD6
Monocyte	PRRG3
Monocyte	AP001189.5
Monocyte	SRXN1
Monocyte	SYCE3
Monocyte	TM4SF4
Monocyte	FABP3
Monocyte	PRMT8
Monocyte	LINC01615
Monocyte	LRRC29
Monocyte	NDOR1
Monocyte	ATP6V1G2-DDX39B
Monocyte	SEPSECS
Monocyte	AMY1A
Monocyte	EEF1A2
Monocyte	LINC02455
Monocyte	BASP1-AS1
Monocyte	PPIAL4H
Monocyte	LINC02068
Monocyte	FXYD4
Monocyte	AC023886.1
Monocyte	DNAJB5-DT
Monocyte	LINC01388
Monocyte	LINC02073
Monocyte	XIAP-AS1
Monocyte	HDAC11-AS1
Monocyte	CLDN4
Monocyte	PPEF2
Monocyte	FER1L5
Monocyte	AC087651.1
Monocyte	LINC02091
Monocyte	ITFG1-AS1
Monocyte	LINC02603
Monocyte	WNT9B
Monocyte	LINC02261
Monocyte	SMIM18
Monocyte	MMP8
Monocyte	TSPEAR-AS1
Monocyte	C11orf88
Monocyte	LINC01903
Monocyte	TACR2
Monocyte	STIMATE-MUSTN1
Monocyte	USHBP1
Monocyte	HAND2-AS1
Monocyte	TMPRSS2
Monocyte	INTS6L-AS1
Monocyte	ALKBH3-AS1
Naive_T_cell	RPS27
Naive_T_cell	RPL30
Naive_T_cell	RPS29
Naive_T_cell	RPS25
Naive_T_cell	RPL21
Naive_T_cell	RPS27A
Naive_T_cell	RPL13
Naive_T_cell	RPL34
Naive_T_cell	RPL31
Naive_T_cell	RPLP2
Naive_T_cell	RPS15A
Naive_T_cell	RPL23A
Naive_T_cell	SARAF
Naive_T_cell	IL7R
Naive_T_cell	RPS14
Naive_T_cell	RPS12
Naive_T_cell	RPL11
Naive_T_cell	RPL13A
Naive_T_cell	CD3E
Naive_T_cell	RPL32
Naive_T_cell	RPL10
Naive_T_cell	LTB
Naive_T_cell	EEF1A1
Naive_T_cell	RPL35A
Naive_T_cell	TRAC
Naive_T_cell	RPL9
Naive_T_cell	LEPROTL1
Naive_T_cell	RPS6
Naive_T_cell	RPS16
Naive_T_cell	CD3D
Naive_T_cell	RPS28
Naive_T_cell	RPL19
Naive_T_cell	RPS20
Naive_T_cell	RPL3
Naive_T_cell	PIK3IP1
Naive_T_cell	RPL27A
Naive_T_cell	RPL41
Naive_T_cell	NOSIP
Naive_T_cell	RPS3
Naive_T_cell	RPL38
Naive_T_cell	JUNB
Naive_T_cell	RPS13
Naive_T_cell	RPS10
Naive_T_cell	MAL
Naive_T_cell	RPL18
Naive_T_cell	RPL27
Naive_T_cell	RPL36
Naive_T_cell	RPS18
Naive_T_cell	NOP53
Naive_T_cell	MALAT1
Naive_T_cell	RPL10A
Naive_T_cell	TRBC2
Naive_T_cell	ZFP36L2
Naive_T_cell	RPL14
Naive_T_cell	RPL4
Naive_T_cell	TOMM7
Naive_T_cell	RPSA
Naive_T_cell	CD3G
Naive_T_cell	RPS19
Naive_T_cell	FLT3LG
Naive_T_cell	RPL18A
Naive_T_cell	EVL
Naive_T_cell	AC004086.1
Naive_T_cell	LEF1
Naive_T_cell	RCAN3
Naive_T_cell	TPT1
Naive_T_cell	CCR7
Naive_T_cell	TCF7
Naive_T_cell	RPL5
Naive_T_cell	LCK
Naive_T_cell	RPS8
Naive_T_cell	CD27
Naive_T_cell	RPL37
Naive_T_cell	SPOCK2
Naive_T_cell	RPS3A
Naive_T_cell	CD2
Naive_T_cell	CD48
Naive_T_cell	RPS4X
Naive_T_cell	CAMK4
Naive_T_cell	CD6
Naive_T_cell	BCL11B
Naive_T_cell	RPS7
Naive_T_cell	LAT
Naive_T_cell	RPL22
Naive_T_cell	RPL7
Naive_T_cell	ACAP1
Naive_T_cell	TRBC1
Naive_T_cell	CLEC2D
Naive_T_cell	TLE5
Naive_T_cell	TRAT1
Naive_T_cell	SH3YL1
Naive_T_cell	MGAT4A
Naive_T_cell	RPL39
Naive_T_cell	PASK
Naive_T_cell	RPL17
Naive_T_cell	NELL2
Naive_T_cell	BTG1
Naive_T_cell	RPL28
Naive_T_cell	TNFRSF25
Naive_T_cell	RPS5
Naive_T_cell	AQP3
Naive_T_cell	GIMAP7
Naive_T_cell	OXNAD1
Naive_T_cell	RORA
Naive_T_cell	EIF3E
Naive_T_cell	DNAJB1
Naive_T_cell	RPS21
Naive_T_cell	TSC22D3
Naive_T_cell	TMEM123
Naive_T_cell	TNFAIP3
Naive_T_cell	RPL24
Naive_T_cell	KLF2
Naive_T_cell	ITM2A
Naive_T_cell	AP3M2
Naive_T_cell	TRABD2A
Naive_T_cell	AL445686.2
Naive_T_cell	CD5
Naive_T_cell	RPS15
Naive_T_cell	LDHB
Naive_T_cell	STMN3
Naive_T_cell	FYB1
Naive_T_cell	RPS17
Naive_T_cell	COMMD6
Naive_T_cell	ICOS
Naive_T_cell	RHOH
Naive_T_cell	TRAF3IP3
Naive_T_cell	RPS2
Naive_T_cell	FXYD5
Naive_T_cell	ETS1
Naive_T_cell	CD28
Naive_T_cell	ARHGAP15
Naive_T_cell	TSHZ2
Naive_T_cell	VAMP2
Naive_T_cell	ISG20
Naive_T_cell	EEF1D
Naive_T_cell	1-Sep
Naive_T_cell	CD69
Naive_T_cell	CORO1B
Naive_T_cell	AAK1
Naive_T_cell	LDLRAP1
Naive_T_cell	RPL36A
Naive_T_cell	CHRM3-AS2
Naive_T_cell	STK4
Naive_T_cell	CD40LG
Naive_T_cell	SNHG32
Naive_T_cell	RNF125
Naive_T_cell	FAU
Naive_T_cell	RPL12
Naive_T_cell	CMPK1
Naive_T_cell	RPL35
Naive_T_cell	LINC01550
Naive_T_cell	PIK3R1
Naive_T_cell	INPP4B
Naive_T_cell	TCEA3
Naive_T_cell	PBXIP1
Naive_T_cell	RPL29
Naive_T_cell	EIF4A2
Naive_T_cell	FOXP1
Naive_T_cell	ABLIM1
Naive_T_cell	OCIAD2
Naive_T_cell	RPS23
Naive_T_cell	EML4
Naive_T_cell	LINC00861
Naive_T_cell	RPL36AL
Naive_T_cell	EEF1B2
Naive_T_cell	CDC42SE2
Naive_T_cell	TESPA1
Naive_T_cell	CD96
Naive_T_cell	TNFAIP8
Naive_T_cell	LINC02273
Naive_T_cell	GSTK1
Naive_T_cell	ANKRD12
Naive_T_cell	GATA3
Naive_T_cell	BIN1
Naive_T_cell	ZNF331
Naive_T_cell	ITK
Naive_T_cell	SIRPG
Naive_T_cell	LINC02446
Naive_T_cell	TTC39C
Naive_T_cell	SERINC5
Naive_T_cell	SNHG8
Naive_T_cell	STAT3
Naive_T_cell	SUSD3
Naive_T_cell	GPR171
Naive_T_cell	DGKA
Naive_T_cell	SFXN1
Naive_T_cell	ATP6V0E2
Naive_T_cell	RGCC
Naive_T_cell	TC2N
Naive_T_cell	SNRPN
Naive_T_cell	ARHGEF1
Naive_T_cell	SVIP
Naive_T_cell	RGL4
Naive_T_cell	TNFRSF4
Naive_T_cell	PDE3B
Naive_T_cell	ATM
Naive_T_cell	EPHX2
Naive_T_cell	SLFN5
Naive_T_cell	PRMT2
Naive_T_cell	PHF1
Naive_T_cell	CDKN1B
Naive_T_cell	PCSK1N
Naive_T_cell	ANXA2R
Naive_T_cell	DDX24
Naive_T_cell	CPA5
Naive_T_cell	GPSM3
Naive_T_cell	PLEKHB1
Naive_T_cell	ARID5B
Naive_T_cell	DPP4
Naive_T_cell	APBA2
Naive_T_cell	GCC2
Naive_T_cell	FAM102A
Naive_T_cell	PRKCA
Naive_T_cell	GIMAP1
Naive_T_cell	ITPKB
Naive_T_cell	TSTD1
Naive_T_cell	SC5D
Naive_T_cell	PABPC1
Naive_T_cell	FAM107B
Naive_T_cell	EIF1
Naive_T_cell	TRADD
Naive_T_cell	HAPLN3
Naive_T_cell	THEM4
Naive_T_cell	CRIP2
Naive_T_cell	BCL2
Naive_T_cell	THEMIS
Naive_T_cell	CREM
Naive_T_cell	NDFIP1
Naive_T_cell	LRRN3
Naive_T_cell	COX7C
Naive_T_cell	RASGRP1
Naive_T_cell	RIC3
Naive_T_cell	TOB1
Naive_T_cell	GIMAP4
Naive_T_cell	SOCS1
Naive_T_cell	FBLN5
Naive_T_cell	GCNT4
Naive_T_cell	PNRC1
Naive_T_cell	P2RY8
Naive_T_cell	SF1
Naive_T_cell	SELENOK
Naive_T_cell	IL23A
Naive_T_cell	NSG1
Naive_T_cell	ADTRP
Naive_T_cell	RPS26
Naive_T_cell	SUPT3H
Naive_T_cell	TSPYL2
Naive_T_cell	N4BP2L2
Naive_T_cell	SH2D3A
Naive_T_cell	CCSER2
Naive_T_cell	NSMCE3
Naive_T_cell	FXYD7
Naive_T_cell	MPHOSPH8
Naive_T_cell	RIPOR2
Naive_T_cell	SATB1
Naive_T_cell	SLC38A1
Naive_T_cell	TBC1D4
Naive_T_cell	CUTALP
Naive_T_cell	TTC39C-AS1
Naive_T_cell	CNN2
Naive_T_cell	LINC00513
Naive_T_cell	PIM2
Naive_T_cell	SLC25A45
Naive_T_cell	APBB1
Naive_T_cell	SCML4
Naive_T_cell	SSR2
Naive_T_cell	TNRC6B
Naive_T_cell	ANAPC16
Naive_T_cell	ZBTB25
Naive_T_cell	RBL2
Naive_T_cell	ORMDL3
Naive_T_cell	MPZL3
Naive_T_cell	TMEM204
Naive_T_cell	USP10
Naive_T_cell	CFAP36
Naive_T_cell	MHENCR
Naive_T_cell	P2RY10
Naive_T_cell	WNT7A
Naive_T_cell	LYPD3
Naive_T_cell	MDS2
Naive_T_cell	SBDS
Naive_T_cell	LBH
Naive_T_cell	PATJ
Naive_T_cell	9-Sep
Naive_T_cell	CCDC57
Naive_T_cell	LSR
Naive_T_cell	MTFP1
Naive_T_cell	AKTIP
Naive_T_cell	PLK3
Naive_T_cell	PAG1
Naive_T_cell	ADD3
Naive_T_cell	TMEM63A
Naive_T_cell	GRAMD1A
Naive_T_cell	AC004151.1
Naive_T_cell	NMT2
Naive_T_cell	FBLN7
Naive_T_cell	FAM177A1
Naive_T_cell	PPP1R2
Naive_T_cell	TRAF1
Naive_T_cell	LINS1
Naive_T_cell	BLOC1S4
Naive_T_cell	LINC00402
Naive_T_cell	SIT1
Naive_T_cell	UBASH3A
Naive_T_cell	RNF157
Naive_T_cell	SMCHD1
Naive_T_cell	CYLD
Naive_T_cell	VSIG1
Naive_T_cell	RASA3
Naive_T_cell	CYTH1
Naive_T_cell	MCUB
Naive_T_cell	ZEB1
Naive_T_cell	ODF2L
Naive_T_cell	FAM241B
Naive_T_cell	ANKRD44
Naive_T_cell	TNIK
Naive_T_cell	RHBDD2
Naive_T_cell	CARS
Naive_T_cell	CCR6
Naive_T_cell	MAML2
Naive_T_cell	KRT1
Naive_T_cell	NSD3
Naive_T_cell	ANK3
Naive_T_cell	GPR82
Naive_T_cell	AC022966.1
Naive_T_cell	LINC02361
Naive_T_cell	IL27RA
Naive_T_cell	NBEAL1
Naive_T_cell	MTERF4
Naive_T_cell	AP002884.1
Naive_T_cell	IL16
Naive_T_cell	ACSL6
Naive_T_cell	ICAM3
Naive_T_cell	TMC8
Naive_T_cell	C9orf78
Naive_T_cell	ARID5A
Naive_T_cell	EIF4B
Naive_T_cell	FBXO32
Naive_T_cell	TECR
Naive_T_cell	DYNLT3
Naive_T_cell	PHLDB3
Naive_T_cell	PCED1B
Naive_T_cell	NEFL
Naive_T_cell	GIMAP2
Naive_T_cell	S1PR1
Naive_T_cell	FGD3
Naive_T_cell	ILF3-DT
Naive_T_cell	DYNLT1
Naive_T_cell	TNFSF8
Naive_T_cell	RPS4Y1
Naive_T_cell	ANKRD55
Naive_T_cell	ECHDC2
Naive_T_cell	ITGA6
Naive_T_cell	LINC00649
Naive_T_cell	G3BP2
Naive_T_cell	B3GAT2
Naive_T_cell	6-Sep
Naive_T_cell	HIPK1-AS1
Naive_T_cell	ANO9
Naive_T_cell	CNOT6L
Naive_T_cell	PBX4
Naive_T_cell	KRT73-AS1
Naive_T_cell	PTGER4
Naive_T_cell	BICDL1
Naive_T_cell	GALT
Naive_T_cell	LINC01089
Naive_T_cell	NMRK1
Naive_T_cell	SMDT1
Naive_T_cell	DUSP16
Naive_T_cell	SRSF8
Naive_T_cell	IL2RA
Naive_T_cell	HELB
Naive_T_cell	U2AF1L4
Naive_T_cell	IL4R
Naive_T_cell	GALM
Naive_T_cell	FAM153B
Naive_T_cell	BEX5
Naive_T_cell	MORC2-AS1
Naive_T_cell	EPHA1-AS1
Naive_T_cell	SHISAL2A
Naive_T_cell	ELF1
Naive_T_cell	LACTB2-AS1
Naive_T_cell	C19orf53
Naive_T_cell	RESF1
Naive_T_cell	YPEL5
Naive_T_cell	LINC-PINT
Naive_T_cell	ITPKB-AS1
Naive_T_cell	TUT4
Naive_T_cell	FNBP1
Naive_T_cell	ST3GAL1
Naive_T_cell	ZC3HAV1
Naive_T_cell	CHMP7
Naive_T_cell	REG4
Naive_T_cell	EIF3H
Naive_T_cell	CHD3
Naive_T_cell	NIPAL3
Naive_T_cell	ZC3H12D
Naive_T_cell	BTG2
Naive_T_cell	TTC19
Naive_T_cell	ZNF101
Naive_T_cell	TMC6
Naive_T_cell	HECW2-AS1
Naive_T_cell	SFI1
Naive_T_cell	MOAP1
Naive_T_cell	SNRPD2
Naive_T_cell	CRBN
Naive_T_cell	SFMBT1
Naive_T_cell	SEC14L2
Naive_T_cell	ARID4B
Naive_T_cell	GPR155
Naive_T_cell	ENO2
Naive_T_cell	PITPNA-AS1
Naive_T_cell	MORC2
Naive_T_cell	CDC37L1
Naive_T_cell	SDR42E2
Naive_T_cell	JAK3
Naive_T_cell	SMIM27
Naive_T_cell	RWDD1
Naive_T_cell	C12orf65
Naive_T_cell	CSGALNACT1
Naive_T_cell	SUSD4
Naive_T_cell	TMEM30B
Naive_T_cell	SGTB
Naive_T_cell	AP003716.1
Naive_T_cell	C16orf54
Naive_T_cell	TBC1D10A
Naive_T_cell	LTA
Naive_T_cell	TNFRSF14
Naive_T_cell	CITED2
Naive_T_cell	TNRC6C
Naive_T_cell	SUCLG2
Naive_T_cell	SMPD1
Naive_T_cell	ZNF274
Naive_T_cell	FAM118A
Naive_T_cell	PREPL
Naive_T_cell	PGAP1
Naive_T_cell	PI16
Naive_T_cell	CTLA4
Naive_T_cell	ICA1L
Naive_T_cell	IPCEF1
Naive_T_cell	CFAP97
Naive_T_cell	HABP4
Naive_T_cell	UXT
Naive_T_cell	CCDC65
Naive_T_cell	SLAMF1
Naive_T_cell	APOL3
Naive_T_cell	NFATC1
Naive_T_cell	KIAA0355
Naive_T_cell	NECAP2
Naive_T_cell	GIMAP5
Naive_T_cell	MAPKAPK5-AS1
Naive_T_cell	NCK2
Naive_T_cell	CRLF3
Naive_T_cell	LINC00920
Naive_T_cell	HIVEP2
Naive_T_cell	AL357060.1
Naive_T_cell	PRRC2C
Naive_T_cell	TTC39B
Naive_T_cell	LINC00954
Naive_T_cell	CCDC66
Naive_T_cell	AXIN2
Naive_T_cell	LYRM9
Naive_T_cell	DDX18
Naive_T_cell	MORN3
Naive_T_cell	DOCK9
Naive_T_cell	GPRASP1
Naive_T_cell	ESYT1
Naive_T_cell	AGMAT
Naive_T_cell	POLR3E
Naive_T_cell	ZBTB20
Naive_T_cell	CWF19L2
Naive_T_cell	EIF2S3
Naive_T_cell	USP53
Naive_T_cell	SYNRG
Naive_T_cell	LINC01934
Naive_T_cell	CDC14A
Naive_T_cell	SP140L
Naive_T_cell	RSBN1
Naive_T_cell	HPCAL4
Naive_T_cell	ALDOC
Naive_T_cell	CA6
Naive_T_cell	GLG1
Naive_T_cell	CRTC3
Naive_T_cell	SEMA4D
Naive_T_cell	EDA
Naive_T_cell	CLDND1
Naive_T_cell	FAM153A
Naive_T_cell	DDB2
Naive_T_cell	TAGAP
Naive_T_cell	HAX1
Naive_T_cell	COX11
Naive_T_cell	ATP1A1
Naive_T_cell	ATXN7
Naive_T_cell	CRYBG1
Naive_T_cell	BNIP3
Naive_T_cell	GPRIN3
Naive_T_cell	CD248
Naive_T_cell	KIF5C
Naive_T_cell	HAR1A
Naive_T_cell	SESN3
Naive_T_cell	BCL9L
Naive_T_cell	PGGHG
Naive_T_cell	CELA1
Naive_T_cell	CHN1
Naive_T_cell	LINC00243
Naive_T_cell	RAPGEF6
Naive_T_cell	NOG
Naive_T_cell	RASGRF2
Naive_T_cell	NUDCD3
Naive_T_cell	AL121944.1
Naive_T_cell	MAGEH1
Naive_T_cell	CA5B
Naive_T_cell	KLF12
Naive_T_cell	TSPYL1
Naive_T_cell	ABHD14A
Naive_T_cell	NDUFV2-AS1
Naive_T_cell	RGS14
Naive_T_cell	CCDC88C
Naive_T_cell	CYP3A5
Naive_T_cell	C12orf60
Naive_T_cell	ITGB2-AS1
Naive_T_cell	C20orf204
Naive_T_cell	PLXDC1
Naive_T_cell	CCR4
Naive_T_cell	ATG9B
Naive_T_cell	TMEM116
Naive_T_cell	PRMT9
Naive_T_cell	GOLGA8B
Naive_T_cell	ABHD14B
Naive_T_cell	PLAG1
Naive_T_cell	EPHA1
Naive_T_cell	SNRK
Naive_T_cell	GPR132
Naive_T_cell	CEP85L
Naive_T_cell	WDR54
Naive_T_cell	PDE7A
Naive_T_cell	DUSP4
Naive_T_cell	ARRDC2
Naive_T_cell	PLCL1
Naive_T_cell	TRAV8-2
Naive_T_cell	GPBP1
Naive_T_cell	WHAMM
Naive_T_cell	XPC
Naive_T_cell	CBX7
Naive_T_cell	EPS8L2
Naive_T_cell	FBXO21
Naive_T_cell	FAM162A
Naive_T_cell	KLHL36
Naive_T_cell	IRF3
Naive_T_cell	ANKZF1
Naive_T_cell	IMP3
Naive_T_cell	PLCG1
Naive_T_cell	GTSCR1
Naive_T_cell	PRKCQ
Naive_T_cell	DDX39B
Naive_T_cell	MZF1-AS1
Naive_T_cell	MPRIP
Naive_T_cell	PHF20
Naive_T_cell	GOLGA7B
Naive_T_cell	HOOK2
Naive_T_cell	TCP11L2
Naive_T_cell	TMEM45B
Naive_T_cell	SLC16A10
Naive_T_cell	ACVR1C
Naive_T_cell	IGSF22
Naive_T_cell	TLE2
Naive_T_cell	NKTR
Naive_T_cell	LMO7
Naive_T_cell	GGT7
Naive_T_cell	ZSCAN18
Naive_T_cell	PPP1R3E
Naive_T_cell	STN1
Naive_T_cell	DPH5
Naive_T_cell	ATP8B2
Naive_T_cell	MCOLN3
Naive_T_cell	POLR2C
Naive_T_cell	ZNF584
Naive_T_cell	ULK3
Naive_T_cell	FBXL16
Naive_T_cell	CHURC1
Naive_T_cell	MFNG
Naive_T_cell	MCF2L-AS1
Naive_T_cell	SPTAN1
Naive_T_cell	TCAF2
Naive_T_cell	ACTR1B
Naive_T_cell	TECPR1
Naive_T_cell	THAP7
Naive_T_cell	LINC02611
Naive_T_cell	FGF9
Naive_T_cell	ZNF75A
Naive_T_cell	MYH11
Naive_T_cell	DOCK10
Naive_T_cell	LRATD2
Naive_T_cell	OLFM2
Naive_T_cell	RHBDL1
Naive_T_cell	CLUAP1
Naive_T_cell	PIK3IP1-AS1
Naive_T_cell	WDR89
Naive_T_cell	TRAV4
Naive_T_cell	TMEM25
Naive_T_cell	LMBR1L
Naive_T_cell	MT3
Naive_T_cell	RBM23
Naive_T_cell	ZNF90
Naive_T_cell	EPHB6
Naive_T_cell	ZNF563
Naive_T_cell	SYNJ2BP
Naive_T_cell	HAR1B
Naive_T_cell	TRBV28
Naive_T_cell	GIPC1
Naive_T_cell	NAP1L5
Naive_T_cell	PDE9A
Naive_T_cell	FCGBP
Naive_T_cell	ABCD2
Naive_T_cell	TSGA10
Naive_T_cell	DNMT3A
Naive_T_cell	TAFA1
Naive_T_cell	MTUS1
Naive_T_cell	RNF216
Naive_T_cell	CSKMT
Naive_T_cell	FAAH2
Naive_T_cell	RBM11
Naive_T_cell	TTPAL
Naive_T_cell	GRK5
Naive_T_cell	FTX
Naive_T_cell	TARSL2
Naive_T_cell	PCBP4
Naive_T_cell	DHRS12
Naive_T_cell	C22orf46
Naive_T_cell	LOXL1-AS1
Naive_T_cell	CYP20A1
Naive_T_cell	ISM1
Naive_T_cell	RPS6KA5
Naive_T_cell	UBQLN2
Naive_T_cell	TJP3
Naive_T_cell	ANKRD39
Naive_T_cell	LRCH4
Naive_T_cell	IGSF8
Naive_T_cell	ZDBF2
Naive_T_cell	KRT73
Naive_T_cell	ZNF44
Naive_T_cell	TMEM106B
Naive_T_cell	ZFP14
Naive_T_cell	TRAV13-2
Naive_T_cell	WWP1
Naive_T_cell	KIAA1324
Naive_T_cell	ARHGAP5
Naive_T_cell	NR3C2
Naive_T_cell	OTUD6B-AS1
Naive_T_cell	EEF1G
Naive_T_cell	ALS2CL
Naive_T_cell	IL21R
Naive_T_cell	SYNGAP1
Naive_T_cell	TNK1
Naive_T_cell	SMG6
Naive_T_cell	TEPP
Naive_T_cell	AARSD1
Naive_T_cell	CRB3
Naive_T_cell	LRIG1
Naive_T_cell	ELP2
Naive_T_cell	CYB561
Naive_T_cell	FOXK1
Naive_T_cell	ERGIC2
Naive_T_cell	TTC3
Naive_T_cell	ZNF430
Naive_T_cell	KDF1
Naive_T_cell	CEBPZ
Naive_T_cell	BORCS5
Naive_T_cell	CHD2
Naive_T_cell	NAA16
Naive_T_cell	MPI
Naive_T_cell	KCNA3
Naive_T_cell	ELOVL4
Naive_T_cell	NLRP1
Naive_T_cell	PCAT1
Naive_T_cell	PRKCZ
Naive_T_cell	ZNF131
Naive_T_cell	KLHL3
Naive_T_cell	THUMPD1
Naive_T_cell	OTUD7A
Naive_T_cell	CASTOR1
Naive_T_cell	XRRA1
Naive_T_cell	USP20
Naive_T_cell	VPS51
Naive_T_cell	GGPS1
Naive_T_cell	TRIM4
Naive_T_cell	HYKK
Naive_T_cell	GOLGA8A
Naive_T_cell	BCAS2
Naive_T_cell	RELL2
Naive_T_cell	CXorf65
Naive_T_cell	TMIE
Naive_T_cell	HPCAL1
Naive_T_cell	GJB6
Naive_T_cell	IATPR
Naive_T_cell	EID3
Naive_T_cell	RBM34
Naive_T_cell	PCNX2
Naive_T_cell	PACS1
Naive_T_cell	APRT
Naive_T_cell	AGAP2
Naive_T_cell	LPIN2
Naive_T_cell	ZNF781
Naive_T_cell	TRBV6-2
Naive_T_cell	GPA33
Naive_T_cell	FOXP3
Naive_T_cell	PHYKPL
Naive_T_cell	ZNF302
Naive_T_cell	CACNA1I
Naive_T_cell	ASTE1
Naive_T_cell	MEOX1
Naive_T_cell	NPAT
Naive_T_cell	ERAP2
Naive_T_cell	CORO7
Naive_T_cell	ZNF891
Naive_T_cell	SLC7A6
Naive_T_cell	RORC
Naive_T_cell	TNIP2
Naive_T_cell	ZNF83
Naive_T_cell	ITFG2
Naive_T_cell	IL2
Naive_T_cell	CERS5
Naive_T_cell	PLXNA3
Naive_T_cell	DZIP3
Naive_T_cell	EPHA4
Naive_T_cell	ASB15
Naive_T_cell	NEIL2
Naive_T_cell	IKBKE
Naive_T_cell	NDE1
Naive_T_cell	FBXL8
Naive_T_cell	TAF3
Naive_T_cell	ABCG1
Naive_T_cell	PRRT3
Naive_T_cell	NRCAM
Naive_T_cell	P4HTM
Naive_T_cell	CCDC91
Naive_T_cell	LINC02482
Naive_T_cell	C3orf18
Naive_T_cell	OCM
Naive_T_cell	ZNF540
Naive_T_cell	ANKRD49
Naive_T_cell	KIF3A
Naive_T_cell	TRAV36DV7
Naive_T_cell	ASH1L
Naive_T_cell	SSU72
Naive_T_cell	CDK11A
Naive_T_cell	GAL3ST4
Naive_T_cell	KRT72
Naive_T_cell	TRAV6
Naive_T_cell	SNURF
Naive_T_cell	ADAMTSL5
Naive_T_cell	HNRNPLL
Naive_T_cell	DSC1
Naive_T_cell	TMED4
Naive_T_cell	GSDMB
Naive_T_cell	NFRKB
Naive_T_cell	SYNJ2
Naive_T_cell	USP44
Naive_T_cell	ATG16L1
Naive_T_cell	CTBP1-DT
Naive_T_cell	TOM1L2
Naive_T_cell	B3GALT2
Naive_T_cell	ZNF506
Naive_T_cell	MZF1
Naive_T_cell	ZC3H8
Naive_T_cell	GREM2
Naive_T_cell	C14orf132
Naive_T_cell	HKDC1
Naive_T_cell	PPWD1
Naive_T_cell	RAB25
Naive_T_cell	DNAH6
Naive_T_cell	PAGE5
Naive_T_cell	STX17
Naive_T_cell	CES4A
Naive_T_cell	RASSF7
Naive_T_cell	KISS1R
Naive_T_cell	NAP1L2
Naive_T_cell	GPR150
Naive_T_cell	SSTR3
Naive_T_cell	ZRSR2
Naive_T_cell	LINC01644
Naive_T_cell	SREBF2-AS1
Naive_T_cell	NUDT16L1
Naive_T_cell	TRIM73
Naive_T_cell	ZNF287
Naive_T_cell	PDCD4-AS1
Naive_T_cell	CASS4
Naive_T_cell	TRBV14
Naive_T_cell	RLN2
Naive_T_cell	TUBE1
Naive_T_cell	SAMD12
Naive_T_cell	KAT6A
Naive_T_cell	DNAJB2
Naive_T_cell	OR2A1-AS1
Naive_T_cell	OBSCN
Naive_T_cell	PLLP
Naive_T_cell	SGF29
Naive_T_cell	NPAS2
Naive_T_cell	ATP8A2
Naive_T_cell	TRMT10B
Naive_T_cell	ZNF91
Naive_T_cell	C21orf62-AS1
Naive_T_cell	PPIAL4G
Naive_T_cell	RAB3A
Naive_T_cell	SAFB2
Naive_T_cell	DNAJC30
Naive_T_cell	AC092338.1
Naive_T_cell	TAZ
Naive_T_cell	METTL4
Naive_T_cell	SPG7
Naive_T_cell	ZNF483
Naive_T_cell	ACE
Naive_T_cell	EDAR
Naive_T_cell	STARD10
Naive_T_cell	NUPR2
Naive_T_cell	TTC9
Naive_T_cell	FAM201A
Naive_T_cell	MCF2L2
Naive_T_cell	PKIA
Naive_T_cell	ANKRD36
Naive_T_cell	CNOT4
Naive_T_cell	ZNF138
Naive_T_cell	POMT1
Naive_T_cell	FBXL22
Naive_T_cell	WDR73
Naive_T_cell	MAGEE1
Naive_T_cell	ZNF280B
Naive_T_cell	MATN1-AS1
Naive_T_cell	LINC00653
Naive_T_cell	RPL34-AS1
Naive_T_cell	PPP1R3F
Naive_T_cell	AMIGO1
Naive_T_cell	PLEKHG5
Naive_T_cell	ZC3H6
Naive_T_cell	CORO2A
Naive_T_cell	ANGPT2
Naive_T_cell	AVIL
Naive_T_cell	CNKSR2
Naive_T_cell	STX17-AS1
Naive_T_cell	CLIC5
Naive_T_cell	YIPF5
Naive_T_cell	CAMK2G
Naive_T_cell	SLC16A7
Naive_T_cell	C9orf135
Naive_T_cell	MRI1
Naive_T_cell	SLC5A2
Naive_T_cell	TMEM191B
Naive_T_cell	TRAV17
Naive_T_cell	DGKH
Naive_T_cell	IL23R
Naive_T_cell	CCDC146
Naive_T_cell	LONP2
Naive_T_cell	AP1G2
Naive_T_cell	SCAPER
Naive_T_cell	ARHGEF4
Naive_T_cell	CAPS
Naive_T_cell	INSL3
Naive_T_cell	ZNF420
Naive_T_cell	MB21D2
Naive_T_cell	HEMK1
Naive_T_cell	RRP1B
Naive_T_cell	POU5F1B
Naive_T_cell	ZNFX1
Naive_T_cell	LPAR2
Naive_T_cell	TXLNG
Naive_T_cell	PURA
Naive_T_cell	TUBD1
Naive_T_cell	SERGEF
Naive_T_cell	SLC26A11
Naive_T_cell	ZFR2
Naive_T_cell	TRAV8-6
Naive_T_cell	ARHGEF26
Naive_T_cell	MALINC1
Naive_T_cell	CISH
Naive_T_cell	JMY
Naive_T_cell	ACER1
Naive_T_cell	ZNF10
Naive_T_cell	TMCO6
Naive_T_cell	METTL16
Naive_T_cell	ELK4
Naive_T_cell	RADX
Naive_T_cell	PET117
Naive_T_cell	SNPH
Naive_T_cell	TNNC1
