celltype	marker_gene
CD34_pos_HSC	MAFTRR
CD34_pos_HSC	DYNLRB2
CD34_pos_HSC	ARSE
CD34_pos_HSC	FAM47E
CD34_pos_HSC	LINC01694
CD34_pos_HSC	LINC01607
CD34_pos_HSC	IZUMO2
CD34_pos_HSC	NPAS1
CD34_pos_HSC	IRAIN
CD34_pos_HSC	ZNF426
CD34_pos_HSC	SNX32
CD34_pos_HSC	GOLT1A
CD34_pos_HSC	AL049834.1
CD34_pos_HSC	TANC1
CD34_pos_HSC	TVP23A
CD34_pos_HSC	DPEP3
CD34_pos_HSC	LINC01793
CD34_pos_HSC	FAM184B
CD34_pos_HSC	ZNF33B
CD34_pos_HSC	MMP16
CD34_pos_HSC	CLDN10-AS1
CD34_pos_HSC	PCDHGA9
CD34_pos_HSC	FGF20
CD34_pos_HSC	RMND1
CD34_pos_HSC	SZT2-AS1
CD34_pos_HSC	PIGZ
CD34_pos_HSC	ZNF404
CD34_pos_HSC	ARHGEF35
CD34_pos_HSC	CDK18
CD34_pos_HSC	ZP3
CD34_pos_HSC	ZNF391
CD34_pos_HSC	TMEM150A
CD34_pos_HSC	SLC6A15
CD34_pos_HSC	C12orf66
CD34_pos_HSC	TIPARP-AS1
CD34_pos_HSC	ZNF214
CD34_pos_HSC	NAP1L6
CD34_pos_HSC	LINC01864
CD34_pos_HSC	FBXW12
CD34_pos_HSC	AC079089.1
CD34_pos_HSC	PCDH8
CD34_pos_HSC	TMEM147-AS1
CD34_pos_HSC	SCG3
CD34_pos_HSC	USP51
CD34_pos_HSC	TUBB4A
CD34_pos_HSC	CACNB2
CD34_pos_HSC	NEURL2
CD34_pos_HSC	PNMA8A
CD34_pos_HSC	UBOX5
CD34_pos_HSC	LRRC63
CD34_pos_HSC	MPL
CD34_pos_HSC	RUNDC3A
CD34_pos_HSC	TCAIM
CD34_pos_HSC	TMEM192
CD34_pos_HSC	VN1R1
CD34_pos_HSC	C9orf24
CD34_pos_HSC	PIGM
CD34_pos_HSC	MROH7
CD34_pos_HSC	EIF2AK2
CD34_pos_HSC	ARHGAP5-AS1
CD34_pos_HSC	SLCO1B3
CD34_pos_HSC	CSTF2T
CD34_pos_HSC	SHE
CD34_pos_HSC	LINC00923
CD34_pos_HSC	RRAGB
CD34_pos_HSC	MAGEL2
CD34_pos_HSC	TCEAL6
CD34_pos_HSC	KRBA2
CD34_pos_HSC	MEI4
CD34_pos_HSC	SKIDA1
CD34_pos_HSC	NRSN2-AS1
CD34_pos_HSC	XKR3
CD34_pos_HSC	DNAJC3-DT
CD34_pos_HSC	TTC23
CD34_pos_HSC	ABCC1
CD34_pos_HSC	RFPL1S
CD34_pos_HSC	ZNF732
CD34_pos_HSC	LRRC70
CD34_pos_HSC	WDR35
CD34_pos_HSC	SPEF2
CD34_pos_HSC	NAPA-AS1
CD34_pos_HSC	IQCA1
CD34_pos_HSC	STXBP3
CD34_pos_HSC	TBC1D8B
CD34_pos_HSC	ZNF445
CD34_pos_HSC	LINC01798
CD34_pos_HSC	ANOS1
CD34_pos_HSC	ADGRL1
CD34_pos_HSC	LDHAL6A
CD34_pos_HSC	ALOX12B
CD34_pos_HSC	FGGY
CD34_pos_HSC	CCDC173
CD34_pos_HSC	CLUL1
CD34_pos_HSC	ZNF610
CD34_pos_HSC	ANKRD46
CD34_pos_HSC	APTR
CD34_pos_HSC	SALL2
CD34_pos_HSC	ARF4-AS1
CD34_pos_HSC	LRRC23
CD34_pos_HSC	NBEA
CD34_pos_HSC	VSIG10L
CD34_pos_HSC	FAM171A2
CD34_pos_HSC	CLDN7
CD34_pos_HSC	TIGD7
CD34_pos_HSC	LINC02435
CD34_pos_HSC	SNHG28
CD34_pos_HSC	PYY
CD34_pos_HSC	PPP1R26-AS1
CD34_pos_HSC	FBXW10
CD34_pos_HSC	PTPN5
CD34_pos_HSC	TAC1
CD34_pos_HSC	AP002759.1
CD34_pos_HSC	HTR3E-AS1
CD34_pos_HSC	LINC00313
CD34_pos_HSC	ARPIN-AP3S2
CD34_pos_HSC	VAX1
CD34_pos_HSC	SLC6A5
CD34_pos_HSC	CLEC18C
CD34_pos_HSC	LRRC72
CD34_pos_HSC	LINC01233
CD34_pos_HSC	VCX
CD34_pos_HSC	SFTPC
CD34_pos_HSC	MIR503HG
CD34_pos_HSC	SLC25A31
CD34_pos_HSC	TEKT2
CD34_pos_HSC	ERVK9-11
CD34_pos_HSC	ANGPTL6
CD34_pos_HSC	LINC01675
CD34_pos_HSC	HLX-AS1
CD34_pos_HSC	ZNF728
CD34_pos_HSC	MKNK1-AS1
CD34_pos_HSC	MYCBPAP
CD34_pos_HSC	PACRG
CD34_pos_HSC	SH3BGR
CD34_pos_HSC	DIRAS3
CD34_pos_HSC	ZNF674-AS1
CD34_pos_HSC	CDH8
CD34_pos_HSC	ZNF454
CD34_pos_HSC	PRKAA2
CD34_pos_HSC	GJC3
CD34_pos_HSC	TMEM101
CD34_pos_HSC	AP000808.1
CD34_pos_HSC	EXPH5
CD34_pos_HSC	FAM218A
CD34_pos_HSC	CSMD3
CD34_pos_HSC	ST6GALNAC5
CD34_pos_HSC	OR52N2
CD34_pos_HSC	VRTN
CD34_pos_HSC	ZNF300
CD34_pos_HSC	PHF21B
CD34_pos_HSC	FER1L6-AS1
CD34_pos_HSC	TMSB15B-AS1
CD34_pos_HSC	GPR135
CD34_pos_HSC	LINC01606
CD34_pos_HSC	TBCK
CD34_pos_HSC	DEFB127
CD34_pos_HSC	ROBO1
CD34_pos_HSC	ABHD1
CD34_pos_HSC	TTC36
CD34_pos_HSC	MAPK11
CD34_pos_HSC	SCN2A
CD34_pos_HSC	ZNF625
CD34_pos_HSC	C20orf203
CD34_pos_HSC	AL158070.1
CD34_pos_HSC	HIST1H2AD
CD34_pos_HSC	ADAM22
CD34_pos_HSC	SOCS5
CD34_pos_HSC	ANKFN1
CD34_pos_HSC	IGHV3OR16-13
CD34_pos_HSC	LINC01659
CD34_pos_HSC	GLB1L
CD34_pos_HSC	CBLN1
CD34_pos_HSC	TM4SF1-AS1
CD34_pos_HSC	ART5
CD34_pos_HSC	RHPN1-AS1
CD34_pos_HSC	TCP11
CD34_pos_HSC	SPAG17
CD34_pos_HSC	SLC24A1
CD34_pos_HSC	BACE1-AS
CD34_pos_HSC	ZNF84
CD34_pos_HSC	CATSPERD
CD34_pos_HSC	TRIM31-AS1
CD34_pos_HSC	ADAM21
CD34_pos_HSC	ESYT3
CD34_pos_HSC	ZNF717
CD34_pos_HSC	CEBPB-AS1
CD34_pos_HSC	CACNG8
CD34_pos_HSC	POLI
CD34_pos_HSC	CYP2C8
CD34_pos_HSC	IFT172
CD34_pos_HSC	L3MBTL1
CD34_pos_HSC	FPGT-TNNI3K
CD34_pos_HSC	EIF4EBP3
CD34_pos_HSC	FUT6
CD34_pos_HSC	DNAJC27-AS1
CD34_pos_HSC	OSGEPL1-AS1
CD34_pos_HSC	ZNF572
CD34_pos_HSC	ZNF546
CD34_pos_HSC	FGF17
CD34_pos_HSC	ZNF221
CD34_pos_HSC	REEP2
CD34_pos_HSC	ZNF514
CD34_pos_HSC	C19orf73
CD34_pos_HSC	MPZ
CD34_pos_HSC	ALG1L2
CD34_pos_HSC	ZSCAN30
CD34_pos_HSC	ANKRD6
CD34_pos_HSC	RNF217-AS1
CD34_pos_HSC	LINC02056
CD34_pos_HSC	LINC01118
CD34_pos_HSC	NKIRAS1
CD34_pos_HSC	LINC02210-CRHR1
CD34_pos_HSC	HTR3E
CD34_pos_HSC	ZNF222
CD34_pos_HSC	ULBP3
CD34_pos_HSC	CYP2J2
CD34_pos_HSC	CFAP43
CD34_pos_HSC	LINC00412
CD34_pos_HSC	SYP
CD34_pos_HSC	EVC2
CD34_pos_HSC	NXNL2
CD34_pos_HSC	CCDC194
CD34_pos_HSC	EGR4
CD34_pos_HSC	C2orf27B
CD34_pos_HSC	LINC02352
CD34_pos_HSC	LINC01424
CD34_pos_HSC	ZNF280C
CD34_pos_HSC	MORF4L2-AS1
CD34_pos_HSC	HIF3A
CD34_pos_HSC	GALNT13
CD34_pos_HSC	RSPH4A
CD34_pos_HSC	LYPD9P
CD34_pos_HSC	AC020909.1
CD34_pos_HSC	LINC00470
CD34_pos_HSC	AKAP3
CD34_pos_HSC	BCORL1
CD34_pos_HSC	HIST2H2AA4
CD34_pos_HSC	ZNF491
CD34_pos_HSC	ACSBG2
CD34_pos_HSC	LINC02323
CD34_pos_HSC	C10orf99
CD34_pos_HSC	TTLL10-AS1
CD34_pos_HSC	FAM183A
CD34_pos_HSC	TSSK3
CD34_pos_HSC	SHC4
CD34_pos_HSC	LINC01666
CD34_pos_HSC	LINC01876
CD34_pos_HSC	EBLN2
CD34_pos_HSC	C2orf92
CD34_pos_HSC	SYNGAP1-AS1
CD34_pos_HSC	STAC2
CD34_pos_HSC	GALNT18
CD34_pos_HSC	LINC01257
CD34_pos_HSC	SP6
CD34_pos_HSC	ZBED6CL
CD34_pos_HSC	SPAG8
CD34_pos_HSC	LINC00471
CD34_pos_HSC	BSN-AS1
CD34_pos_HSC	PNLIPRP1
CD34_pos_HSC	PHACTR2-AS1
CD34_pos_HSC	LINC01030
CD34_pos_HSC	LINC00235
CD34_pos_HSC	ZNF630
CD34_pos_HSC	CACNG6
CD34_pos_HSC	VTN
CD34_pos_HSC	SCN3B
CD34_pos_HSC	SRRM5
CD34_pos_HSC	SPATA25
CD34_pos_HSC	SLC24A5
CD34_pos_HSC	RNF215
CD34_pos_HSC	DAO
CD34_pos_HSC	CASC9
CD34_pos_HSC	SLC22A9
CD34_pos_HSC	LINC02395
CD34_pos_HSC	C17orf77
CD34_pos_HSC_cycle	SCGB1D4
CD34_pos_HSC_cycle	CCDC169-SOHLH2
CD34_pos_HSC_cycle	DNAH5
CD34_pos_HSC_cycle	LINC01123
CD34_pos_HSC_cycle	FAM155B
CD34_pos_HSC_cycle	LINC02249
CD34_pos_HSC_cycle	SNAP25
CD34_pos_HSC_cycle	SYT13
CD34_pos_HSC_cycle	LINC01905
CD34_pos_HSC_cycle	ATOH7
CD34_pos_HSC_cycle	CNNM1
CD34_pos_HSC_cycle	PCOLCE2
CD34_pos_HSC_cycle	SLCO1B1
CD34_pos_HSC_cycle	SPATA4
CD34_pos_HSC_cycle	ZSCAN23
CD34_pos_HSC_cycle	OR51I1
CD34_pos_HSC_cycle	LINC01227
CD34_pos_HSC_cycle	EWSAT1
CD34_pos_HSC_cycle	SIAH3
CD34_pos_HSC_cycle	POU2F3
CD34_pos_HSC_cycle	SLC52A3
CD34_pos_HSC_cycle	GLRA2
CD34_pos_HSC_cycle	TAC4
CD34_pos_HSC_cycle	KLK11
CD34_pos_HSC_cycle	ZNF502
CD34_pos_HSC_cycle	TRIM68
CD34_pos_HSC_cycle	CAMTA1-DT
CD34_pos_HSC_cycle	PRICKLE2-AS3
CD34_pos_HSC_cycle	NKAIN1
CD34_pos_HSC_cycle	WWC3-AS1
CD34_pos_HSC_cycle	LRRC19
CD34_pos_HSC_cycle	ZNF232
CD34_pos_HSC_cycle	HSF2BP
CD34_pos_HSC_cycle	LMOD2
CD34_pos_HSC_cycle	OR2W3
CD34_pos_HSC_cycle	ADGRD2
CD34_pos_HSC_cycle	SYT3
CD34_pos_HSC_cycle	LINC02644
CD34_pos_HSC_cycle	RASEF
CD34_pos_HSC_cycle	ITPR1-DT
CD34_pos_HSC_cycle	BSCL2
CD34_pos_HSC_cycle	IQANK1
CD34_pos_HSC_cycle	TUBA3D
CD34_pos_HSC_cycle	NPIPB9
CD34_pos_HSC_cycle	LINC02531
CD34_pos_HSC_cycle	PRSS12
CD34_pos_LMPP	ACY3
CD34_pos_LMPP	NREP
CD34_pos_LMPP	NEGR1
CD34_pos_LMPP	NPTX2
CD34_pos_LMPP	TRH
CD34_pos_LMPP	MIR1-1HG-AS1
CD34_pos_LMPP	PRSS2
CD34_pos_LMPP	SDK2
CD34_pos_LMPP	CLNK
CD34_pos_LMPP	JAM2
CD34_pos_LMPP	CSN1S1
CD34_pos_LMPP	MB
CD34_pos_LMPP	PCP4L1
CD34_pos_LMPP	ELAVL4
CD34_pos_LMPP	LZTFL1
CD34_pos_LMPP	SLC22A11
CD34_pos_LMPP	TMEM151B
CD34_pos_LMPP	C16orf82
CD34_pos_LMPP	AMY1B
CD34_pos_LMPP	LINC02024
CD34_pos_LMPP	OR2M3
CD34_pos_LMPP	SLC45A2
CD34_pos_LMPP	FAM83B
CD34_pos_LMPP	REN
CD34_pos_LMPP	APLN
CD34_pos_LMPP	MUC5AC
CD34_pos_LMPP	AC004947.1
CD34_pos_LMPP	AC008403.2
CD34_pos_LMPP	RERE
CD34_pos_LMPP	SYN3
CD34_pos_LMPP	PPP1R1C
CD34_pos_LMPP	LUNAR1
CD34_pos_LMPP	KCNMB4
CD34_pos_LMPP	C21orf91-OT1
CD34_pos_LMPP	NDST3
CD34_pos_LMPP	WDR72
CD34_pos_LMPP	NEK10
CD34_pos_LMPP	BCL2L10
CD34_pos_LMPP	PURG
CD34_pos_LMPP	PHGR1
CD34_pos_LMPP	IGFBP7-AS1
CD34_pos_LMPP	LNCAROD
CD34_pos_LMPP	PADI3
CD34_pos_LMPP	HDHD5-AS1
CD34_pos_LMPP	PON1
CD34_pos_LMPP	NBAT1
CD34_pos_LMPP	SGK2
CD34_pos_LMPP	CDRT4
CD34_pos_LMPP	LINC01887
CD34_pos_LMPP	UBE2E1-AS1
CD34_pos_LMPP	ATP6V1G2
CD34_pos_LMPP	ELF3-AS1
CD34_pos_LMPP	URAD
CD34_pos_LMPP	LINC01914
CD34_pos_LMPP	MEIG1
CD34_pos_LMPP	SYT16
CD34_pos_LMPP	CYP26C1
CD34_pos_LMPP	PRL
CD34_pos_LMPP	LINC02642
CD34_pos_LMPP	CU633967.1
CD34_pos_LMPP	PRSS3
CD34_pos_LMPP	LINC02595
CD34_pos_LMPP	CACTIN-AS1
CD34_pos_LMPP	C1QTNF3-AMACR
CD34_pos_LMPP	TEKT4
CD34_pos_LMPP	TRBV4-1
CD34_pos_LMPP	LINC01435
CD34_pos_LMPP	PLEKHH1
CD34_pos_LMPP	GHRH
CD34_pos_LMPP	DNAH2
CD34_pos_LMPP	NTRK3
CD34_pos_LMPP	TASP1
CD34_pos_LMPP	BGLAP
CD34_pos_LMPP	AC008736.1
CD34_pos_LMPP	ZNF285
CD34_pos_LMPP	CELA2A
CD34_pos_LMPP	RAB40A
CD34_pos_LMPP	ZC3H12B
CD34_pos_LMPP	RFPL4A
CD34_pos_LMPP	SOX10
CD34_pos_LMPP	F10-AS1
CD34_pos_LMPP	LINC00683
CD34_pos_LMPP	TMEM221
CD34_pos_LMPP	ZNF443
CD34_pos_LMPP	THRSP
CD34_pos_LMPP	TMOD4
CD34_pos_LMPP	C17orf98
CD34_pos_LMPP	TFAP2A
CD34_pos_LMPP	GLUD2
CD34_pos_LMPP	AC055713.1
CD34_pos_LMPP	FCN2
CD34_pos_LMPP	GALNT4
CD34_pos_LMPP	ADPRHL1
CD34_pos_LMPP	FAM230J
CD34_pos_LMPP	LINC00102
CD34_pos_LMPP	SLC22A14
CD34_pos_LMPP	GOLGA8H
CD34_pos_LMPP	ATP6V1B1
CD34_pos_LMPP	CCK
CD34_pos_LMPP	UBQLNL
CD34_pos_LMPP	LINC02608
CD34_pos_LMPP	AGBL4
CD34_pos_LMPP	PLEKHA7
CD34_pos_LMPP	LHFPL5
CD34_pos_LMPP	MRTFA-AS1
CD34_pos_LMPP	LINC02274
CD34_pos_LMPP	PDE11A
CD34_pos_LMPP	UVRAG-DT
CD34_pos_LMPP	LINC01354
CD34_pos_LMPP	GLIPR1L1
CD34_pos_LMPP	FLJ45513
CD34_pos_LMPP	OOEP
CD34_pos_LMPP	FAM157C
CD34_pos_LMPP	C9orf153
CD34_pos_LMPP	KRTAP5-10
CD34_pos_Lymphoid_UNK	GLDC
CD34_pos_Lymphoid_UNK	FABP5
CD34_pos_Lymphoid_UNK	VAT1L
CD34_pos_Lymphoid_UNK	LDHA
CD34_pos_Lymphoid_UNK	CAPSL
CD34_pos_Lymphoid_UNK	UGT3A2
CD34_pos_Lymphoid_UNK	BCAT1
CD34_pos_Lymphoid_UNK	KCNK9
CD34_pos_Lymphoid_UNK	COMTD1
CD34_pos_Lymphoid_UNK	KSR2
CD34_pos_Lymphoid_UNK	HPN-AS1
CD34_pos_Lymphoid_UNK	SAMD7
CD34_pos_Lymphoid_UNK	HDHD5
CD34_pos_Lymphoid_UNK	FGFR4
CD34_pos_Lymphoid_UNK	NME2
CD34_pos_Lymphoid_UNK	TEX15
CD34_pos_Lymphoid_UNK	IGKV2OR2-1
CD34_pos_Lymphoid_UNK	CPNE7
CD34_pos_Lymphoid_UNK	TULP1
CD34_pos_Lymphoid_UNK	EFR3B
CD34_pos_Lymphoid_UNK	CTXN1
CD34_pos_Lymphoid_UNK	GFY
CD34_pos_Lymphoid_UNK	SUSD5
CD34_pos_Lymphoid_UNK	VGF
CD34_pos_Lymphoid_UNK	TBC1D14
CD34_pos_Lymphoid_UNK	OGFRP1
CD34_pos_Lymphoid_UNK	CDX2
CD34_pos_Lymphoid_UNK	FAM53A
CD34_pos_Lymphoid_UNK	LINC01152
CD34_pos_Lymphoid_UNK	KCNJ16
CD34_pos_Lymphoid_UNK	LSM14B
CD34_pos_Lymphoid_UNK	PRR3
CD34_pos_Lymphoid_UNK	CCDC182
CD34_pos_Lymphoid_UNK	BMP8A
CD34_pos_Lymphoid_UNK	ALDH3B2
CD34_pos_Lymphoid_UNK	FP565260.3
CD34_pos_Lymphoid_UNK	EPOP
CD34_pos_Lymphoid_UNK	FP565260.1
CD34_pos_Lymphoid_UNK	AGAP14P
CD34_pos_Lymphoid_UNK	POTEE
CD34_pos_Lymphoid_UNK	AP001999.1
CD34_pos_Lymphoid_UNK	B4GALNT4
CD34_pos_Lymphoid_UNK	LINC01108
CD34_pos_Lymphoid_UNK	C9orf131
CD34_pos_Lymphoid_UNK	PODXL
CD34_pos_Lymphoid_UNK	EPO
CD34_pos_Lymphoid_UNK	CATSPERZ
CD34_pos_Lymphoid_UNK	SYT7
CD34_pos_Lymphoid_UNK	TERC
CD34_pos_Lymphoid_UNK	MNX1-AS2
CD34_pos_Lymphoid_UNK	ATP6V0A4
CD34_pos_MDP_1	KIF17
CD34_pos_MDP_1	HMSD
CD34_pos_MDP_1	ADGRL3
CD34_pos_MDP_1	GXYLT2
CD34_pos_MDP_1	LINC01102
CD34_pos_MDP_1	HOTTIP
CD34_pos_MDP_1	GUCA1A
CD34_pos_MDP_1	FCRL4
CD34_pos_MDP_1	AMIGO3
CD34_pos_MDP_1	PIAS3
CD34_pos_MDP_1	TRBV26OR9-2
CD34_pos_MDP_1	SERTM2
CD34_pos_MDP_1	GPR142
CD34_pos_MDP_1	CT66
CD34_pos_MDP_1	RBMXL2
CD34_pos_MDP_1	ZIM2-AS1
CD34_pos_MDP_1	CMA1
CD34_pos_MDP_1	PIP5K1A
CD34_pos_MDP_1	ZNF705D
CD34_pos_MDP_1	OR10T2
CD34_pos_MDP_1	GAS1RR
CD34_pos_MDP_1	GPR61
CD34_pos_MDP_1	TTLL6
CD34_pos_MDP_1	BCL6B
CD34_pos_MDP_1	STC1
CD34_pos_MDP_1	NBPF20
CD34_pos_MDP_1	EXTL3-AS1
CD34_pos_MDP_1	OR2AE1
CD34_pos_MDP_1	SHANK1
CD34_pos_MDP_1	NPIPB8
CD34_pos_MDP_1	KANTR
CD34_pos_MDP_1	MTCP1
CD34_pos_MDP_1	ASB14
CD34_pos_MDP_1	INSL4
CD34_pos_MDP_1	ODAPH
CD34_pos_MDP_1	STRADA
CD34_pos_MDP_1	LGI1
CD34_pos_MDP_1	LINC02569
CD34_pos_MDP_2	LINC01170
CD34_pos_MDP_2	TRIM43
CD34_pos_MDP_2	LINC01193
CD34_pos_MDP_2	CACNB4
CD34_pos_MDP_2	SMTNL2
CD34_pos_MDP_2	MAEL
CD34_pos_MDP_2	AL590683.1
CD34_pos_MDP_2	FCN3
CD34_pos_MDP_2	NOXRED1
CD34_pos_MDP_2	CALHM3
CD34_pos_MDP_2	LINC02390
CD34_pos_MDP_2	CLEC2A
CD34_pos_MDP_2	STBD1
CD34_pos_MDP_2	ZNF503-AS1
CD34_pos_MDP_2	PTCHD3
CD34_pos_MDP_2	FAM131C
CD34_pos_MDP_2	RSPO2
CD34_pos_MDP_2	SMC2-AS1
CD34_pos_MDP_2	ZNF816
CD34_pos_MDP_2	TMLHE-AS1
CD34_pos_MDP_2	CSNK1A1L
CD34_pos_MDP_2	LINC02503
CD34_pos_MDP_2	SLC39A5
CD34_pos_MDP_2	LINC02050
CD34_pos_MDP_2	PBOV1
CD34_pos_MDP_2	HHIPL2
CD34_pos_MDP_2	SAMSN1-AS1
CD34_pos_MDP_2	FGF14
CD34_pos_MDP_2	OR7D2
CD34_pos_MDP_2	ZNF763
CD34_pos_MDP_2	LAMC2
CD34_pos_MEP	DEPTOR
CD34_pos_MEP	HACD1
CD34_pos_MEP	SVOPL
CD34_pos_MEP	CPB1
CD34_pos_MEP	FREM1
CD34_pos_MEP	SPINK4
CD34_pos_MEP	HYAL3
CD34_pos_MEP	ABCC4
CD34_pos_MEP	TAFA2
CD34_pos_MEP	DYTN
CD34_pos_MEP	MYCN
CD34_pos_MEP	ATP6V0A2
CD34_pos_MEP	IL1RL1
CD34_pos_MEP	LYPD6
CD34_pos_MEP	WFDC10A
CD34_pos_MEP	LINC02675
CD34_pos_MEP	TMEFF2
CD34_pos_MEP	DLGAP1-AS5
CD34_pos_MEP	FOXR1
CD34_pos_MEP	SULT4A1
CD34_pos_MEP	L3MBTL4-AS1
CD34_pos_MEP	NLK
CD34_pos_MEP	LINC00939
CD34_pos_MEP	FAM181B
CD34_pos_MEP	GDF3
CD34_pos_MEP	SCN7A
CD34_pos_MEP	ADSSL1
CD34_pos_MEP	LINC00407
CD34_pos_MEP	FP236241.1
CD34_pos_MEP	SPINK9
CD34_pos_MEP	ZNF479
CD34_pos_MEP	TRBV15
CD34_pos_MEP	IPO9-AS1
CD34_pos_MEP	SPINK1
CD34_pos_MEP	SPATA31A6
CD34_pos_MEP	ERVH48-1
CD34_pos_MEP	OSBPL6
CD34_pos_MEP	LINC01962
CD34_pos_MEP	HEPN1
CD34_pos_MEP	TRPV6
CD34_pos_MEP	RHBDL2
CD34_pos_MEP	GALR1
CD34_pos_MEP	C14orf178
CD34_pos_MEP	LINC02142
CD34_pos_MEP	HMCN2
CD34_pos_MEP	MSANTD1
CD34_pos_MKP	ITGA2B
CD34_pos_MKP	VWF
CD34_pos_MKP	LTBP1
CD34_pos_MKP	SPX
CD34_pos_MKP	WFDC1
CD34_pos_MKP	ITPKA
CD34_pos_MKP	PBX1
CD34_pos_MKP	PLEK
CD34_pos_MKP	MMRN1
CD34_pos_MKP	IGSF10
CD34_pos_MKP	TPM1
CD34_pos_MKP	PRTFDC1
CD34_pos_MKP	GJA4
CD34_pos_MKP	TGFB1I1
CD34_pos_MKP	ANXA3
CD34_pos_MKP	COL2A1
CD34_pos_MKP	MED12L
CD34_pos_MKP	GATA2
CD34_pos_MKP	ST6GAL2
CD34_pos_MKP	DAD1
CD34_pos_MKP	NAA38
CD34_pos_MKP	GUCY1B1
CD34_pos_MKP	TCEAL9
CD34_pos_MKP	ADRA2A
CD34_pos_MKP	SLC18A2
CD34_pos_MKP	CDH6
CD34_pos_MKP	RBPMS2
CD34_pos_MKP	ACTN1
CD34_pos_MKP	ADCY6
CD34_pos_MKP	ITGA2
CD34_pos_MKP	DTD1
CD34_pos_MKP	TRPC6
CD34_pos_MKP	LTC4S
CD34_pos_MKP	PTGER3
CD34_pos_MKP	RAB38
CD34_pos_MKP	EFNB2
CD34_pos_MKP	STUM
CD34_pos_MKP	RAC3
CD34_pos_MKP	TPI1
CD34_pos_MKP	OLFM3
CD34_pos_MKP	TEAD4
CD34_pos_MKP	RAB3C
CD34_pos_MKP	HTR2A
CD34_pos_MKP	MGLL
CD34_pos_MKP	RYR2
CD34_pos_MKP	PPIF
CD34_pos_MKP	DKK1
CD34_pos_MKP	TTC27
CD34_pos_MKP	PDIA5
CD34_pos_MKP	GSTT2B
CD34_pos_MKP	KALRN
CD34_pos_MKP	SLC37A1
CD34_pos_MKP	EXOC3L4
CD34_pos_MKP	PRKG1
CD34_pos_MKP	PIEZO2
CD34_pos_MKP	KAZN
CD34_pos_MKP	MLEC
CD34_pos_MKP	KLHL13
CD34_pos_MKP	EFHC2
CD34_pos_MKP	GLOD5
CD34_pos_MKP	MYH7
CD34_pos_MKP	STAC
CD34_pos_MKP	LRRFIP2
CD34_pos_MKP	SLC30A5
CD34_pos_MKP	CSRP1
CD34_pos_MKP	RTN4
CD34_pos_MKP	CAMTA1
CD34_pos_MKP	CAPN11
CD34_pos_MKP	ABHD4
CD34_pos_MKP	AC073611.1
CD34_pos_MKP	AKR7A2
CD34_pos_MKP	ZFPM2
CD34_pos_MKP	SH2D4A
CD34_pos_MKP	PTGES3L
CD34_pos_MKP	FAR2
CD34_pos_MKP	CCDC68
CD34_pos_MKP	SOS1
CD34_pos_MKP	RSPH1
CD34_pos_MKP	L3HYPDH
CD34_pos_MKP	PMVK
CD34_pos_MKP	PAPSS1
CD34_pos_MKP	FADS1
CD34_pos_MKP	ATP12A
CD34_pos_MKP	LINC00581
CD34_pos_MKP	NOS1AP
CD34_pos_MKP	TCEAL1
CD34_pos_MKP	GIPC3
CD34_pos_MKP	LY6G6D
CD34_pos_MKP	CCND1
CD34_pos_MKP	STXBP5
CD34_pos_MKP	HMG20B
CD34_pos_MKP	SQLE
CD34_pos_MKP	NOTUM
CD34_pos_MKP	C1orf226
CD34_pos_MKP	DLX1
CD34_pos_MKP	LPAR4
CD34_pos_MKP	PKN3
CD34_pos_MKP	ECM1
CD34_pos_MKP	CACNB3
CD34_pos_MKP	LINC01625
CD34_pos_MKP	USP18
CD34_pos_MKP	MAST4-AS1
CD34_pos_MKP	CIB3
CD34_pos_MKP	ABHD11
CD34_pos_MKP	AC236972.3
CD34_pos_MKP	RASAL2
CD34_pos_MKP	ANKRD2
CD34_pos_MKP	RAB14
CD34_pos_MKP	COG6
CD34_pos_MKP	DOK1
CD34_pos_MKP	FGB
CD34_pos_MKP	ALDH3A1
CD34_pos_MKP	LINC01748
CD34_pos_MKP	NFU1
CD34_pos_MKP	NES
CD34_pos_MKP	LINC00504
CD34_pos_MKP	PIGF
CD34_pos_MKP	TEC
CD34_pos_MKP	KCNJ1
CD34_pos_MKP	ANGPTL8
CD34_pos_MKP	IL13RA2
CD34_pos_MKP	LINC02259
CD34_pos_MKP	LINC02688
CD34_pos_MKP	LINC00867
CD34_pos_MKP	RCOR2
CD34_pos_MKP	MIR4500HG
CD34_pos_MKP	LGALSL-DT
CD34_pos_MKP	LRRC9
CD34_pos_MKP	LINC00298
CD34_pos_MKP	PDXP
CD34_pos_MKP	WASF3-AS1
CD34_pos_MKP	SPSB4
CD34_pos_MKP	LINC01381
CD34_pos_MKP	CXCL6
CD34_pos_MKP	AHCYL2
CD34_pos_MKP	JAGN1
CD34_pos_MKP	CACNA1F
CD34_pos_MKP	DUSP19
CD34_pos_MKP	UBALD1
CD34_pos_MKP	GOLGB1
CD34_pos_MKP	ERVMER34-1
CD34_pos_MKP	PIGB
CD34_pos_MKP	DNAJC22
CD34_pos_MKP	PCYOX1L
CD34_pos_MKP	ETV4
CD34_pos_MKP	ACTRT3
CD34_pos_MKP	C6orf223
CD34_pos_MKP	PIK3R6
CD34_pos_MKP	GABRA1
CD34_pos_MKP	DCDC2
CD34_pos_MKP	ACOT12
CD34_pos_MKP	AZIN1-AS1
CD34_pos_MKP	GAPDHS
CD34_pos_MKP	PKN2-AS1
